GENE P MarkerN MarkerNTEST genename Annotation
ENSG00000187134 0.695415968251126 124 124 AKR1C1 pLOF+missense
ENSG00000189320 0.69543544816942 71 71 FAM180A pLOF+missense
ENSG00000106665 0.695524536539671 373 373 CLIP2 pLOF+missense
ENSG00000176624 0.695549446842939 215 215 MEX3C pLOF+missense
ENSG00000111110 0.695725090632464 173 173 PPM1H pLOF+missense
ENSG00000172264 0.695841786335874 139 139 MACROD2 pLOF+missense
ENSG00000109917 0.695990396894989 156 156 ZPR1 pLOF+missense
ENSG00000125409 0.69616503479317 194 194 TEKT3 pLOF+missense
ENSG00000024526 0.696179228788736 265 265 DEPDC1 pLOF+missense
ENSG00000108671 0.696221784137625 87 87 PSMD11 pLOF+missense
ENSG00000149089 0.696289970626405 78 78 APIP pLOF+missense
ENSG00000103174 0.696514363901549 289 289 NAGPA pLOF+missense
ENSG00000169371 0.696555947595134 117 117 SNUPN pLOF+missense
ENSG00000151468 0.696580484101493 146 146 CCDC3 pLOF+missense
ENSG00000173436 0.696595310898426 30 30 MICOS10 pLOF+missense
ENSG00000186297 0.696635005938956 102 102 GABRA5 pLOF+missense
ENSG00000101473 0.696660760982862 137 137 ACOT8 pLOF+missense
ENSG00000109667 0.696684611118217 223 223 SLC2A9 pLOF+missense
ENSG00000133874 0.696838115611421 55 55 RNF122 pLOF+missense
ENSG00000118733 0.696873413278999 146 146 OLFM3 pLOF+missense
ENSG00000073969 0.696912621354858 90 90 NSF pLOF+missense
ENSG00000205356 0.696978490048614 482 482 TECPR1 pLOF+missense
ENSG00000115163 0.697003386266486 38 38 CENPA pLOF+missense
ENSG00000256235 0.697021686415096 36 36 SMIM3 pLOF+missense
ENSG00000101213 0.697092766868455 228 228 PTK6 pLOF+missense
ENSG00000167515 0.697135212351318 79 79 TRAPPC2L pLOF+missense
ENSG00000110048 0.697256428886019 187 187 OSBP pLOF+missense
ENSG00000077454 0.697416296085371 305 305 LRCH4 pLOF+missense
ENSG00000180822 0.69764168133923 162 162 PSMG4 pLOF+missense
ENSG00000158022 0.697689326066025 153 153 TRIM63 pLOF+missense
ENSG00000141086 0.697702863421507 108 108 CTRL pLOF+missense
ENSG00000100365 0.697710276609829 189 189 NCF4 pLOF+missense
ENSG00000183036 0.697733375320041 20 20 PCP4 pLOF+missense
ENSG00000243789 0.697769366554621 166 166 JMJD7 pLOF+missense
ENSG00000175104 0.697864108213696 125 125 TRAF6 pLOF+missense
ENSG00000107929 0.697898994666992 221 221 LARP4B pLOF+missense
ENSG00000090487 0.697927913555962 111 111 SPG21 pLOF+missense
ENSG00000116117 0.697938528539467 468 468 PARD3B pLOF+missense
ENSG00000187866 0.697956186245577 72 72 FAM122A pLOF+missense
ENSG00000185798 0.698013231547412 123 123 WDR53 pLOF+missense
ENSG00000114383 0.698078843340081 31 31 TUSC2 pLOF+missense
ENSG00000171695 0.698185350390568 105 105 LKAAEAR1 pLOF+missense
ENSG00000027644 0.698274324458704 552 552 INSRR pLOF+missense
ENSG00000083807 0.698305969563421 291 291 SLC27A5 pLOF+missense
ENSG00000145681 0.6983200122917 123 123 HAPLN1 pLOF+missense
ENSG00000145332 0.698325369906329 176 176 KLHL8 pLOF+missense
ENSG00000136048 0.698477102372274 71 71 DRAM1 pLOF+missense
ENSG00000153789 0.698510324512151 146 146 CIBAR2 pLOF+missense
ENSG00000164050 0.698530515747847 742 742 PLXNB1 pLOF+missense
ENSG00000179632 0.698589842292977 71 71 MAF1 pLOF+missense
ENSG00000114054 0.698694560726349 269 269 PCCB pLOF+missense
ENSG00000087460 0.698839294944095 542 542 GNAS pLOF+missense
ENSG00000150893 0.698870195732875 1168 1168 FREM2 pLOF+missense
ENSG00000138336 0.698954163307374 612 612 TET1 pLOF+missense
ENSG00000197753 0.698974632504823 78 78 LHFPL5 pLOF+missense
ENSG00000136872 0.699010388369608 185 185 ALDOB pLOF+missense
ENSG00000162998 0.699115745235029 145 145 FRZB pLOF+missense
ENSG00000126461 0.699147981370928 507 507 SCAF1 pLOF+missense
ENSG00000142235 0.699150384528011 489 489 LMTK3 pLOF+missense
ENSG00000068885 0.699166934249598 222 222 IFT80 pLOF+missense
ENSG00000099994 0.699175268016615 376 376 SUSD2 pLOF+missense
ENSG00000176422 0.699186291406035 76 76 SPRYD4 pLOF+missense
ENSG00000135272 0.699335892461612 154 154 MDFIC pLOF+missense
ENSG00000149257 0.699343521906754 169 169 SERPINH1 pLOF+missense
ENSG00000197786 0.699514891892212 136 136 OR5B17 pLOF+missense
ENSG00000063177 0.699572115664503 79 79 RPL18 pLOF+missense
ENSG00000249884 0.69962569091348 88 88 RNF103-CHMP3 pLOF+missense
ENSG00000124374 0.699703843211614 31 31 PAIP2B pLOF+missense
ENSG00000124532 0.699790412764339 145 145 MRS2 pLOF+missense
ENSG00000136231 0.699801685626169 165 165 IGF2BP3 pLOF+missense
ENSG00000205076 0.699856657718926 13 13 LGALS7 pLOF+missense
ENSG00000215372 0.699870622701008 159 159 ZNF705G pLOF+missense
ENSG00000100722 0.69989644661184 251 251 ZC3H14 pLOF+missense
ENSG00000105371 0.699949670993618 136 136 ICAM4 pLOF+missense
ENSG00000126804 0.699960114891296 143 143 ZBTB1 pLOF+missense
ENSG00000136938 0.700002577476252 61 61 ANP32B pLOF+missense
ENSG00000100319 0.700043614445503 69 69 ZMAT5 pLOF+missense
ENSG00000164040 0.70017626978337 96 96 PGRMC2 pLOF+missense
ENSG00000178982 0.700217136112493 63 63 EIF3K pLOF+missense
ENSG00000144741 0.70028478553877 125 125 SLC25A26 pLOF+missense
ENSG00000136003 0.700341002341562 71 71 ISCU pLOF+missense
ENSG00000140262 0.700364072731833 276 276 TCF12 pLOF+missense
ENSG00000169981 0.700429469983635 171 171 ZNF35 pLOF+missense
ENSG00000157680 0.700439497484803 315 315 DGKI pLOF+missense
ENSG00000173145 0.700487856243196 251 251 NOC3L pLOF+missense
ENSG00000139410 0.700495210431788 145 145 SDSL pLOF+missense
ENSG00000144655 0.700511539651423 198 198 CSRNP1 pLOF+missense
ENSG00000143228 0.700599499218563 120 120 NUF2 pLOF+missense
ENSG00000128274 0.700724847452345 173 173 A4GALT pLOF+missense
ENSG00000151655 0.700728679339357 346 346 ITIH2 pLOF+missense
ENSG00000146147 0.700785128385555 376 376 MLIP pLOF+missense
ENSG00000138794 0.700824654042566 112 112 CASP6 pLOF+missense
ENSG00000240694 0.700887472451174 105 105 PNMA2 pLOF+missense
ENSG00000011275 0.700956022986256 427 427 RNF216 pLOF+missense
ENSG00000136891 0.701030945374 243 243 TEX10 pLOF+missense
ENSG00000166987 0.701055326844995 390 390 MBD6 pLOF+missense
ENSG00000198830 0.701074141728451 25 25 HMGN2 pLOF+missense
ENSG00000128944 0.701316682366975 124 124 KNSTRN pLOF+missense
ENSG00000140395 0.701330227649934 79 79 WDR61 pLOF+missense
ENSG00000152223 0.701630502425126 817 817 EPG5 pLOF+missense
ENSG00000156671 0.701697086331587 146 146 SAMD8 pLOF+missense
ENSG00000168907 0.701713055970146 382 382 PLA2G4F pLOF+missense
ENSG00000170166 0.701766604059562 102 102 HOXD4 pLOF+missense
ENSG00000169855 0.701856212593087 602 602 ROBO1 pLOF+missense
ENSG00000185591 0.701859552753757 219 219 SP1 pLOF+missense
ENSG00000105755 0.701871727444065 90 90 ETHE1 pLOF+missense
ENSG00000102786 0.701887811662795 149 149 INTS6 pLOF+missense
ENSG00000182196 0.701934957868532 205 205 ARL6IP4 pLOF+missense
ENSG00000241852 0.701935370928264 184 184 C8orf58 pLOF+missense
ENSG00000260456 0.70222081003376 90 90 C16orf95 pLOF+missense
ENSG00000171863 0.702239443364925 47 47 RPS7 pLOF+missense
ENSG00000173867 0.702338271522621 230 230 AC013489.1 pLOF+missense
ENSG00000007384 0.702459186364396 411 411 RHBDF1 pLOF+missense
ENSG00000180104 0.702471339608469 231 231 EXOC3 pLOF+missense
ENSG00000187024 0.70251508538962 122 122 PTRH1 pLOF+missense
ENSG00000275023 0.702624518544413 360 360 MLLT6 pLOF+missense
ENSG00000166984 0.702673669496309 139 139 TCP10L2 pLOF+missense
ENSG00000136689 0.7026751296819 81 81 IL1RN pLOF+missense
ENSG00000160221 0.702734740594765 22 22 GATD3A pLOF+missense
ENSG00000135250 0.702755953758319 189 189 SRPK2 pLOF+missense
ENSG00000256713 0.702800930901347 84 84 PGA5 pLOF+missense
ENSG00000137207 0.702831236463489 113 113 YIPF3 pLOF+missense
ENSG00000142327 0.702859474726187 177 177 RNPEPL1 pLOF+missense
ENSG00000173267 0.702916679128244 72 72 SNCG pLOF+missense
ENSG00000108244 0.702933981610327 181 181 KRT23 pLOF+missense
ENSG00000154548 0.703101178194238 99 99 SRSF12 pLOF+missense
ENSG00000089248 0.703180001580533 85 85 ERP29 pLOF+missense
ENSG00000151952 0.703204781173679 377 377 TMEM132D pLOF+missense
ENSG00000135423 0.703228763255556 189 189 GLS2 pLOF+missense
ENSG00000135407 0.703235660693614 288 288 AVIL pLOF+missense
ENSG00000242114 0.703329968330857 75 75 MTFP1 pLOF+missense
ENSG00000144426 0.703404960924263 893 893 NBEAL1 pLOF+missense
ENSG00000167671 0.703458240279639 245 245 UBXN6 pLOF+missense
ENSG00000266472 0.703458456230034 40 40 MRPS21 pLOF+missense
ENSG00000146151 0.703522242310261 153 153 HMGCLL1 pLOF+missense
ENSG00000267673 0.70352541817572 70 70 FDX2 pLOF+missense
ENSG00000166173 0.703632453050328 185 185 LARP6 pLOF+missense
ENSG00000278570 0.703668478411406 193 193 NR2E3 pLOF+missense
ENSG00000164930 0.703725793814805 232 232 FZD6 pLOF+missense
ENSG00000268533 0.703806491767444 5 5 AC003002.2 pLOF+missense
ENSG00000170340 0.703854841014069 118 118 B3GNT2 pLOF+missense
ENSG00000166091 0.703886384896373 106 106 CMTM5 pLOF+missense
ENSG00000008382 0.703914166311482 239 239 MPND pLOF+missense
ENSG00000139988 0.703939869744288 134 134 RDH12 pLOF+missense
ENSG00000251012 0.703995109184388 20 20 AC083800.1 pLOF+missense
ENSG00000125741 0.70400705828979 121 121 OPA3 pLOF+missense
ENSG00000073605 0.704017447372277 154 154 GSDMB pLOF+missense
ENSG00000112699 0.704051372220992 127 127 GMDS pLOF+missense
ENSG00000179262 0.704066039833048 101 101 RAD23A pLOF+missense
ENSG00000072121 0.704067728330461 830 830 ZFYVE26 pLOF+missense
ENSG00000168763 0.70413788826023 324 324 CNNM3 pLOF+missense
ENSG00000117477 0.704144474773023 177 177 CCDC181 pLOF+missense
ENSG00000147894 0.704209027184707 160 160 C9orf72 pLOF+missense
ENSG00000273777 0.704220369465321 16 16 CEACAM20 pLOF+missense
ENSG00000154930 0.704241230019454 295 295 ACSS1 pLOF+missense
ENSG00000124193 0.704252961377907 138 138 SRSF6 pLOF+missense
ENSG00000012061 0.704323602709403 121 121 ERCC1 pLOF+missense
ENSG00000285982 0.70432987496074 88 88 AC012213.5 pLOF+missense
ENSG00000171827 0.704417933212497 170 170 ZNF570 pLOF+missense
ENSG00000187720 0.704501586253724 443 443 THSD4 pLOF+missense
ENSG00000130764 0.704553840911297 235 235 LRRC47 pLOF+missense
ENSG00000174844 0.70458739294646 1171 1171 DNAH12 pLOF+missense
ENSG00000137135 0.70460998303833 146 146 ARHGEF39 pLOF+missense
ENSG00000168883 0.704636228461624 194 194 USP39 pLOF+missense
ENSG00000131381 0.70467088523359 286 286 RBSN pLOF+missense
ENSG00000144746 0.704670932870233 74 74 ARL6IP5 pLOF+missense
ENSG00000176531 0.704677183773355 340 340 PHLDB3 pLOF+missense
ENSG00000138813 0.704743193725239 102 102 C4orf17 pLOF+missense
ENSG00000100028 0.704749012450707 28 28 SNRPD3 pLOF+missense
ENSG00000270379 0.704758743033875 225 225 HEATR9 pLOF+missense
ENSG00000205423 0.704762992022633 28 28 CNEP1R1 pLOF+missense
ENSG00000239264 0.704770589932577 199 199 TXNDC5 pLOF+missense
ENSG00000135870 0.704952338205718 301 301 RC3H1 pLOF+missense
ENSG00000103187 0.705087310141676 66 66 COTL1 pLOF+missense
ENSG00000142185 0.705158256703852 758 758 TRPM2 pLOF+missense
ENSG00000135365 0.705180986592867 152 152 PHF21A pLOF+missense
ENSG00000150477 0.705184769169099 230 230 KIAA1328 pLOF+missense
ENSG00000159733 0.705189946221899 476 476 ZFYVE28 pLOF+missense
ENSG00000111581 0.705259476268351 279 279 NUP107 pLOF+missense
ENSG00000156282 0.705313704792636 79 79 CLDN17 pLOF+missense
ENSG00000197768 0.705321003120686 212 212 STPG3 pLOF+missense
ENSG00000115107 0.705590459711588 259 259 STEAP3 pLOF+missense
ENSG00000106052 0.705634412450014 251 251 TAX1BP1 pLOF+missense
ENSG00000180340 0.70564490537283 139 139 FZD2 pLOF+missense
ENSG00000156273 0.705755816130527 248 248 BACH1 pLOF+missense
ENSG00000159398 0.705789379752955 275 275 CES5A pLOF+missense
ENSG00000176294 0.705838869790215 114 114 OR4N2 pLOF+missense
ENSG00000176153 0.705955539293058 80 80 GPX2 pLOF+missense
ENSG00000170430 0.706076869312095 103 103 MGMT pLOF+missense
ENSG00000176783 0.706157177467397 311 311 RUFY1 pLOF+missense
ENSG00000178691 0.706321637492494 141 141 SUZ12 pLOF+missense
ENSG00000106829 0.706333821500767 213 213 TLE4 pLOF+missense
ENSG00000204301 0.706399473741955 718 718 NOTCH4 pLOF+missense
ENSG00000122547 0.706517873921259 180 180 EEPD1 pLOF+missense
ENSG00000163320 0.70652449338982 28 28 CGGBP1 pLOF+missense
ENSG00000120725 0.706619781972692 170 170 SIL1 pLOF+missense
ENSG00000197561 0.706623528561767 111 111 ELANE pLOF+missense
ENSG00000171103 0.706742678196274 209 209 TRMT61B pLOF+missense
ENSG00000243749 0.706761687309795 47 47 TMEM35B pLOF+missense
ENSG00000075240 0.706767027116166 181 181 GRAMD4 pLOF+missense
ENSG00000160888 0.706794703040907 90 90 IER2 pLOF+missense
ENSG00000103152 0.706814378403653 173 173 MPG pLOF+missense
ENSG00000167815 0.706871544321879 56 56 PRDX2 pLOF+missense
ENSG00000131981 0.706912402863891 93 93 LGALS3 pLOF+missense
ENSG00000116857 0.706923819355892 81 81 TMEM9 pLOF+missense
ENSG00000076321 0.706948595521381 119 119 KLHL20 pLOF+missense
ENSG00000181847 0.706953884109335 78 78 TIGIT pLOF+missense
ENSG00000103657 0.706990702045801 1451 1451 HERC1 pLOF+missense
ENSG00000167562 0.706999688061417 213 213 ZNF701 pLOF+missense
ENSG00000177697 0.707014310938865 96 96 CD151 pLOF+missense
ENSG00000147576 0.707040074098308 198 198 ADHFE1 pLOF+missense
ENSG00000103811 0.707101604160399 122 122 CTSH pLOF+missense
ENSG00000114573 0.707127196190062 123 123 ATP6V1A pLOF+missense
ENSG00000077238 0.707293939425423 298 298 IL4R pLOF+missense
ENSG00000138439 0.707328491762851 178 178 FAM117B pLOF+missense
ENSG00000198650 0.707360072641183 155 155 TAT pLOF+missense
ENSG00000156469 0.707375552749652 144 144 MTERF3 pLOF+missense
ENSG00000248235 0.707407450063108 200 200 AC037459.1 pLOF+missense
ENSG00000131373 0.707435301659737 210 210 HACL1 pLOF+missense
ENSG00000165646 0.707438525346621 182 182 SLC18A2 pLOF+missense
ENSG00000132821 0.70744962599213 111 111 VSTM2L pLOF+missense
ENSG00000106479 0.707498897838816 451 451 ZNF862 pLOF+missense
ENSG00000152822 0.707568821354893 327 327 GRM1 pLOF+missense
ENSG00000198929 0.707592158110879 149 149 NOS1AP pLOF+missense
ENSG00000183778 0.707634839847071 104 104 B3GALT5 pLOF+missense
ENSG00000188133 0.707686118354978 69 69 TMEM215 pLOF+missense
ENSG00000239697 0.707717876588 99 99 TNFSF12 pLOF+missense
ENSG00000038945 0.707745575575481 259 259 MSR1 pLOF+missense
ENSG00000287363 0.707755004078335 68 68 AL096814.2 pLOF+missense
ENSG00000048545 0.707755004078335 68 68 GUCA1A pLOF+missense
ENSG00000167613 0.707923144266195 144 144 LAIR1 pLOF+missense
ENSG00000182308 0.707983179972694 87 87 DCAF4L1 pLOF+missense
ENSG00000164182 0.708077594660563 60 60 NDUFAF2 pLOF+missense
ENSG00000205710 0.70809612680192 96 96 C17orf107 pLOF+missense
ENSG00000176231 0.708119240586597 125 125 OR10H4 pLOF+missense
ENSG00000131871 0.708129797181203 102 102 SELENOS pLOF+missense
ENSG00000114541 0.708191728419392 384 384 FRMD4B pLOF+missense
ENSG00000086200 0.708230652614072 319 319 IPO11 pLOF+missense
ENSG00000069696 0.70825905268259 330 330 DRD4 pLOF+missense
ENSG00000117519 0.708417813421146 67 67 CNN3 pLOF+missense
ENSG00000069956 0.708537311523868 213 213 MAPK6 pLOF+missense
ENSG00000049249 0.708545744922424 96 96 TNFRSF9 pLOF+missense
ENSG00000258817 0.70860177243605 175 175 OR4C13 pLOF+missense
ENSG00000169750 0.708645080645164 70 70 RAC3 pLOF+missense
ENSG00000115073 0.708746512318671 149 149 ACTR1B pLOF+missense
ENSG00000205707 0.708759350347068 41 41 ETFRF1 pLOF+missense
ENSG00000179988 0.708858410973272 146 146 PSTK pLOF+missense
ENSG00000172487 0.708967714978423 118 118 OR8J1 pLOF+missense
ENSG00000231274 0.708976816084774 135 135 SBK3 pLOF+missense
ENSG00000006576 0.709013716155807 192 192 PHTF2 pLOF+missense
ENSG00000112246 0.709025164402569 255 255 SIM1 pLOF+missense
ENSG00000179520 0.709055759464423 215 215 SLC17A8 pLOF+missense
ENSG00000151150 0.709101090227117 1297 1297 ANK3 pLOF+missense
ENSG00000100605 0.70921121022032 171 171 ITPK1 pLOF+missense
ENSG00000221923 0.709221281648279 183 183 ZNF880 pLOF+missense
ENSG00000181929 0.709262480698095 88 88 PRKAG1 pLOF+missense
ENSG00000157060 0.709269582171701 238 238 SHCBP1L pLOF+missense
ENSG00000165023 0.709283332503072 49 49 DIRAS2 pLOF+missense
ENSG00000167005 0.709347358165362 17 17 NUDT21 pLOF+missense
ENSG00000237136 0.70936314240954 78 78 C4orf51 pLOF+missense
ENSG00000107807 0.709374191611094 93 93 TLX1 pLOF+missense
ENSG00000145423 0.709400529453314 93 93 SFRP2 pLOF+missense
ENSG00000131096 0.709437836803746 45 45 PYY pLOF+missense
ENSG00000173826 0.709439475039303 422 422 KCNH6 pLOF+missense
ENSG00000253304 0.709455210873052 136 136 TMEM200B pLOF+missense
ENSG00000101542 0.709503984129362 280 280 CDH20 pLOF+missense
ENSG00000198844 0.709513789999403 292 292 ARHGEF15 pLOF+missense
ENSG00000164393 0.709556221236375 281 281 ADGRF2 pLOF+missense
ENSG00000188674 0.709594467923586 92 92 C2orf80 pLOF+missense
ENSG00000158793 0.709606587656772 165 165 NIT1 pLOF+missense
ENSG00000121895 0.709711975912299 104 104 TMEM156 pLOF+missense
ENSG00000115956 0.709725220068999 116 116 PLEK pLOF+missense
ENSG00000155755 0.709738701269423 145 145 TMEM237 pLOF+missense
ENSG00000062370 0.70976753282232 270 270 ZNF112 pLOF+missense
ENSG00000130538 0.709791233505829 12 12 OR11H1 pLOF+missense
ENSG00000104611 0.709865314665728 239 239 SH2D4A pLOF+missense
ENSG00000162959 0.709939089754037 90 90 MEMO1 pLOF+missense
ENSG00000021645 0.710019743603973 532 532 NRXN3 pLOF+missense
ENSG00000100266 0.710111967095597 180 180 PACSIN2 pLOF+missense
ENSG00000197993 0.710163201001352 322 322 KEL pLOF+missense
ENSG00000124151 0.710188102852246 442 442 NCOA3 pLOF+missense
ENSG00000196428 0.710190945418817 267 267 TSC22D2 pLOF+missense
ENSG00000162076 0.710214463576925 74 74 FLYWCH2 pLOF+missense
ENSG00000124467 0.710394845620192 246 246 PSG8 pLOF+missense
ENSG00000123545 0.710413888994999 63 63 NDUFAF4 pLOF+missense
ENSG00000171928 0.710434780171539 60 60 TVP23B pLOF+missense
ENSG00000130427 0.710480095885818 66 66 EPO pLOF+missense
ENSG00000176476 0.710518707245966 64 64 SGF29 pLOF+missense
ENSG00000148400 0.710560661398704 986 986 NOTCH1 pLOF+missense
ENSG00000227124 0.710578466004528 363 363 ZNF717 pLOF+missense
ENSG00000132004 0.710646588265487 203 203 FBXW9 pLOF+missense
ENSG00000282218 0.710657811100148 89 89 AL132671.2 pLOF+missense
ENSG00000134333 0.71080552349677 117 117 LDHA pLOF+missense
ENSG00000181029 0.710818575753981 58 58 TRAPPC5 pLOF+missense
ENSG00000215455 0.710929348322849 149 149 KRTAP10-1 pLOF+missense
ENSG00000130755 0.711052825713891 56 56 GMFG pLOF+missense
ENSG00000003137 0.71105706626454 165 165 CYP26B1 pLOF+missense
ENSG00000274997 0.71107243794129 92 92 H2AC12 pLOF+missense
ENSG00000094880 0.711201368299982 155 155 CDC23 pLOF+missense
ENSG00000175087 0.711250347946234 67 67 PDIK1L pLOF+missense
ENSG00000171435 0.711480846853748 271 271 KSR2 pLOF+missense
ENSG00000181767 0.71155229126528 130 130 OR8H2 pLOF+missense
ENSG00000167193 0.711571083554149 81 81 CRK pLOF+missense
ENSG00000083290 0.711663486858382 320 320 ULK2 pLOF+missense
ENSG00000136827 0.711741807621462 120 120 TOR1A pLOF+missense
ENSG00000188316 0.711759324152317 246 246 ENO4 pLOF+missense
ENSG00000101752 0.711808205792714 359 359 MIB1 pLOF+missense
ENSG00000189164 0.711831932518931 189 189 ZNF527 pLOF+missense
ENSG00000172115 0.711850089666918 22 22 CYCS pLOF+missense
ENSG00000113643 0.711869561309187 237 237 RARS1 pLOF+missense
ENSG00000163541 0.711957193851428 140 140 SUCLG1 pLOF+missense
ENSG00000149177 0.712025329370455 517 517 PTPRJ pLOF+missense
ENSG00000115310 0.712072872098424 491 491 RTN4 pLOF+missense
ENSG00000135218 0.712107725135962 302 302 CD36 pLOF+missense
ENSG00000087589 0.712269458736492 272 272 CASS4 pLOF+missense
ENSG00000156931 0.712284140729436 426 426 VPS8 pLOF+missense
ENSG00000205810 0.71239482093441 69 69 KLRC3 pLOF+missense
ENSG00000135363 0.712469773673008 98 98 LMO2 pLOF+missense
ENSG00000198551 0.712479371637786 142 142 ZNF627 pLOF+missense
ENSG00000157703 0.712503581019566 235 235 SVOPL pLOF+missense
ENSG00000135297 0.712543466186601 257 257 MTO1 pLOF+missense
ENSG00000172243 0.712561138654554 72 72 CLEC7A pLOF+missense
ENSG00000109182 0.712569411714147 242 242 CWH43 pLOF+missense
ENSG00000184650 0.712661648927319 88 88 ODF4 pLOF+missense
ENSG00000005175 0.712683827258381 224 224 RPAP3 pLOF+missense
ENSG00000071655 0.71270199259448 137 137 MBD3 pLOF+missense
ENSG00000116039 0.712721523030264 229 229 ATP6V1B1 pLOF+missense
ENSG00000113889 0.712761600690331 237 237 KNG1 pLOF+missense
ENSG00000182446 0.712796446003186 172 172 NPLOC4 pLOF+missense
ENSG00000169020 0.712832202287599 41 41 ATP5ME pLOF+missense
ENSG00000132692 0.712874083804812 341 341 BCAN pLOF+missense
ENSG00000285827 0.712958008246884 224 224 AP001267.5 pLOF+missense
ENSG00000198736 0.712960948038529 117 117 MSRB1 pLOF+missense
ENSG00000164344 0.712990590003562 257 257 KLKB1 pLOF+missense
ENSG00000129219 0.713010171123209 405 405 PLD2 pLOF+missense
ENSG00000180901 0.713164420095862 89 89 KCTD2 pLOF+missense
ENSG00000170613 0.71330731025932 223 223 FAM71B pLOF+missense
ENSG00000239306 0.713337696733759 230 230 RBM14 pLOF+missense
ENSG00000254093 0.713338421062193 204 204 PINX1 pLOF+missense
ENSG00000177994 0.713380613109782 120 120 C2orf73 pLOF+missense
ENSG00000135722 0.713393686752242 160 160 FBXL8 pLOF+missense
ENSG00000163040 0.713436784222059 191 191 CCDC74A pLOF+missense
ENSG00000129451 0.713483442714293 134 134 KLK10 pLOF+missense
ENSG00000242173 0.71349068233086 103 103 ARHGDIG pLOF+missense
ENSG00000288534 0.713530284889355 34 34 AP001931.2 pLOF+missense
ENSG00000170786 0.713550633753017 101 101 SDR16C5 pLOF+missense
ENSG00000089486 0.713604260380289 80 80 CDIP1 pLOF+missense
ENSG00000162377 0.713640107342402 60 60 COA7 pLOF+missense
ENSG00000196118 0.71372198507356 160 160 CCDC189 pLOF+missense
ENSG00000284773 0.713743379028991 13 13 AC114490.3 pLOF+missense
ENSG00000139977 0.713748991249897 114 114 NAA30 pLOF+missense
ENSG00000204962 0.71375973195789 422 422 PCDHA8 pLOF+missense
ENSG00000183024 0.713835226895228 114 114 OR1G1 pLOF+missense
ENSG00000118985 0.713971074492228 170 170 ELL2 pLOF+missense
ENSG00000126070 0.713981375045375 150 150 AGO3 pLOF+missense
ENSG00000178597 0.713985854247532 270 270 PSAPL1 pLOF+missense
ENSG00000125885 0.714020535379225 311 311 MCM8 pLOF+missense
ENSG00000175946 0.714060933268515 250 250 KLHL38 pLOF+missense
ENSG00000178896 0.714083704930722 106 106 EXOSC4 pLOF+missense
ENSG00000006116 0.714107391240052 62 62 CACNG3 pLOF+missense
ENSG00000187741 0.714141965833915 856 856 FANCA pLOF+missense
ENSG00000174928 0.714153347939868 123 123 C3orf33 pLOF+missense
ENSG00000273136 0.714201149318765 26 26 NBPF26 pLOF+missense
ENSG00000013016 0.714293896258628 184 184 EHD3 pLOF+missense
ENSG00000110583 0.714306480788423 86 86 NAA40 pLOF+missense
ENSG00000251258 0.714321480910873 95 95 RFPL4B pLOF+missense
ENSG00000152700 0.714330777438698 61 61 SAR1B pLOF+missense
ENSG00000105185 0.714332158683652 69 69 PDCD5 pLOF+missense
ENSG00000120253 0.714364543056901 124 124 NUP43 pLOF+missense
ENSG00000090674 0.714394810804089 212 212 MCOLN1 pLOF+missense
ENSG00000165819 0.714408272145439 133 133 METTL3 pLOF+missense
ENSG00000112029 0.714432960010632 125 125 FBXO5 pLOF+missense
ENSG00000137054 0.714469024677252 182 182 POLR1E pLOF+missense
ENSG00000141378 0.714498272987928 60 60 PTRH2 pLOF+missense
ENSG00000163512 0.714521850310621 113 113 AZI2 pLOF+missense
ENSG00000168101 0.714529559452223 189 189 NUDT16L1 pLOF+missense
ENSG00000164172 0.714687410969511 120 120 MOCS2 pLOF+missense
ENSG00000151475 0.714838542039731 110 110 SLC25A31 pLOF+missense
ENSG00000130584 0.714862112305982 205 205 ZBTB46 pLOF+missense
ENSG00000131386 0.714884428488149 308 308 GALNT15 pLOF+missense
ENSG00000112077 0.715044053587416 154 154 RHAG pLOF+missense
ENSG00000140632 0.715059141343821 179 179 GLYR1 pLOF+missense
ENSG00000141295 0.715078976890788 172 172 SCRN2 pLOF+missense
ENSG00000136826 0.715084686724801 188 188 KLF4 pLOF+missense
ENSG00000196917 0.715101115564641 142 142 HCAR1 pLOF+missense
ENSG00000183775 0.715102990095968 112 112 KCTD16 pLOF+missense
ENSG00000032389 0.715167909845419 175 175 EIPR1 pLOF+missense
ENSG00000164181 0.71531339342347 110 110 ELOVL7 pLOF+missense
ENSG00000172673 0.715339567080978 238 238 THEMIS pLOF+missense
ENSG00000145721 0.715397454916914 97 97 LIX1 pLOF+missense
ENSG00000153563 0.715401208895308 104 104 CD8A pLOF+missense
ENSG00000088832 0.715487439747991 23 23 FKBP1A pLOF+missense
ENSG00000222014 0.715499417250778 72 72 RAB6C pLOF+missense
ENSG00000116251 0.715542966339136 27 27 RPL22 pLOF+missense
ENSG00000122884 0.715587178885854 136 136 P4HA1 pLOF+missense
ENSG00000049656 0.715725719065857 209 209 CLPTM1L pLOF+missense
ENSG00000126456 0.715793948542419 184 184 IRF3 pLOF+missense
ENSG00000064490 0.715888489312887 112 112 RFXANK pLOF+missense
ENSG00000198399 0.716019256115996 539 539 ITSN2 pLOF+missense
ENSG00000160360 0.716047053991215 369 369 GPSM1 pLOF+missense
ENSG00000065518 0.716070070952543 71 71 NDUFB4 pLOF+missense
